"ISSUE","QX1","QX2","QX3","QX4","QX5","QX6","QX7","DATES"
2012019,8,1,2,8,1,3,9,"2012-2-19"
2012018,8,3,3,6,5,1,3,"2012-2-17"
2012017,2,3,5,0,4,5,8,"2012-2-14"
2012016,5,2,5,7,1,4,5,"2012-2-12"
2012015,5,4,7,5,7,3,2,"2012-2-10"
2012014,3,4,6,5,1,6,0,"2012-2-7"
2012013,1,0,1,1,0,6,7,"2012-2-5"
2012012,1,1,8,1,8,4,0,"2012-2-3"
2012011,2,5,6,2,7,6,1,"2012-1-31"
2012010,0,0,6,4,5,4,0,"2012-1-29"
2012009,7,8,0,7,9,0,9,"2012-1-20"
2012008,9,0,6,7,7,3,8,"2012-1-17"
2012007,8,2,5,0,9,0,4,"2012-1-15"
2012006,8,0,7,9,4,9,5,"2012-1-13"
2012005,6,8,5,7,0,7,6,"2012-1-10"
2012004,4,4,3,3,6,1,2,"2012-1-8"
2012003,0,5,2,7,3,1,4,"2012-1-6"
2012002,6,9,7,3,5,8,3,"2012-1-3"
2012001,5,0,6,0,9,9,8,"2012-1-1"
2011153,4,0,9,2,5,0,2,"2011-12-30"
2011152,9,3,1,9,6,7,4,"2011-12-27"
2011151,4,1,5,8,3,6,1,"2011-12-25"
2011150,1,5,2,5,8,9,2,"2011-12-23"
2011149,7,0,7,7,5,2,1,"2011-12-20"
2011148,5,5,4,4,2,0,7,"2011-12-18"
2011147,0,0,5,4,3,2,2,"2011-12-16"
2011146,6,9,3,9,4,0,2,"2011-12-13"
2011145,2,6,7,5,7,0,6,"2011-12-11"
2011144,4,8,3,1,9,0,5,"2011-12-9"
2011143,3,6,3,5,6,4,4,"2011-12-6"
2011142,6,5,7,2,6,5,3,"2011-12-4"
2011141,1,2,9,2,0,5,9,"2011-12-2"
2011140,1,9,5,8,7,2,5,"2011-11-29"
2011139,6,6,3,6,2,4,4,"2011-11-27"
2011138,7,4,2,7,0,8,8,"2011-11-25"
2011137,9,0,1,2,9,8,7,"2011-11-22"
2011136,4,2,6,0,2,8,2,"2011-11-20"
2011135,2,1,5,2,6,1,3,"2011-11-18"
2011134,7,9,6,0,3,5,3,"2011-11-15"
2011133,7,2,5,2,1,5,6,"2011-11-13"
2011132,9,6,6,3,3,6,3,"2011-11-11"
2011131,0,2,0,4,9,7,2,"2011-11-8"
2011130,6,4,1,7,7,8,6,"2011-11-6"
2011129,6,8,2,5,9,8,9,"2011-11-4"
2011128,0,6,8,5,0,0,8,"2011-11-1"
2011127,4,0,7,0,3,7,7,"2011-10-30"
2011126,9,1,8,3,8,6,1,"2011-10-28"
2011125,1,5,2,2,1,6,6,"2011-10-25"
2011124,8,2,3,4,9,4,3,"2011-10-23"
2011123,9,8,5,1,3,2,4,"2011-10-21"
2011122,2,1,5,6,0,6,0,"2011-10-18"
2011121,9,2,1,5,4,7,1,"2011-10-16"
2011120,4,3,2,8,3,2,7,"2011-10-14"
2011119,5,9,1,0,5,4,7,"2011-10-11"
2011118,7,4,3,0,6,9,4,"2011-10-9"
2011117,1,1,7,4,8,2,7,"2011-10-7"
2011116,0,0,2,5,1,7,9,"2011-10-4"
2011115,2,1,3,1,5,3,5,"2011-10-2"
2011114,5,9,7,1,5,4,5,"2011-9-30"
2011113,6,2,2,7,8,7,8,"2011-9-27"
2011112,5,4,1,3,9,2,5,"2011-9-25"
2011111,6,6,1,5,7,0,1,"2011-9-23"
2011110,8,7,4,1,5,9,1,"2011-9-20"
2011109,0,2,0,9,8,3,7,"2011-9-18"
2011108,4,2,6,1,7,2,6,"2011-9-16"
2011107,4,5,4,3,3,9,8,"2011-9-13"
2011106,5,3,3,6,6,9,6,"2011-9-11"
2011105,5,7,2,7,1,7,2,"2011-9-9"
2011104,1,1,4,9,1,3,2,"2011-9-6"
2011103,2,8,4,9,2,9,6,"2011-9-4"
2011102,4,3,5,4,1,1,0,"2011-9-2"
2011101,6,0,1,2,9,5,6,"2011-8-30"
2011100,9,7,6,7,7,1,1,"2011-8-28"
2011099,1,1,0,7,4,7,5,"2011-8-26"
2011098,0,0,9,5,6,0,3,"2011-8-23"
2011097,1,5,2,6,5,8,7,"2011-8-21"
2011096,8,9,9,8,3,8,2,"2011-8-19"
2011095,4,4,2,0,5,9,1,"2011-8-16"
2011094,8,9,6,0,7,9,5,"2011-8-14"
2011093,9,5,9,2,4,5,3,"2011-8-12"
2011092,4,1,6,4,2,5,7,"2011-8-9"
2011091,7,3,1,4,8,6,9,"2011-8-7"
2011090,3,9,0,1,3,6,1,"2011-8-5"
2011089,4,5,8,0,0,6,7,"2011-8-2"
2011088,0,1,8,3,6,8,9,"2011-7-31"
2011087,3,2,5,7,1,1,4,"2011-7-29"
2011086,0,1,5,1,8,7,3,"2011-7-26"
2011085,5,9,5,7,5,4,0,"2011-7-24"
2011084,3,5,4,8,2,7,8,"2011-7-22"
2011083,3,6,0,7,4,9,0,"2011-7-19"
2011082,1,4,0,2,9,0,7,"2011-7-17"
2011081,2,3,7,3,7,4,6,"2011-7-15"
2011080,2,5,7,9,5,5,0,"2011-7-12"
2011079,3,8,2,9,7,1,5,"2011-7-10"
2011078,5,8,6,5,6,2,5,"2011-7-8"
2011077,4,6,9,4,2,3,7,"2011-7-5"
2011076,3,5,2,7,0,4,1,"2011-7-3"
2011075,7,1,9,1,3,1,2,"2011-7-1"
2011074,0,8,1,9,0,5,6,"2011-6-28"
2011073,9,7,1,0,8,4,5,"2011-6-26"
2011072,3,7,1,4,1,4,6,"2011-6-24"
2011071,6,2,3,8,5,4,4,"2011-6-21"
2011070,4,0,0,3,0,2,0,"2011-6-19"
2011069,9,2,4,7,9,5,2,"2011-6-17"
2011068,2,5,2,5,7,1,5,"2011-6-14"
2011067,7,3,7,3,0,8,8,"2011-6-12"
2011066,8,1,3,5,1,8,1,"2011-6-10"
2011065,0,0,0,9,9,2,1,"2011-6-7"
2011064,7,3,4,8,3,4,4,"2011-6-5"
2011063,7,7,4,1,5,8,1,"2011-6-3"
2011062,3,4,3,6,2,8,4,"2011-5-31"
2011061,0,8,4,2,2,7,4,"2011-5-29"
2011060,8,4,5,4,8,2,0,"2011-5-27"
2011059,4,4,2,0,5,7,2,"2011-5-24"
2011058,4,3,5,9,0,1,2,"2011-5-22"
2011057,5,1,8,8,5,1,6,"2011-5-20"
2011056,9,4,5,6,5,0,5,"2011-5-17"
2011055,7,5,8,0,8,1,2,"2011-5-15"
2011054,9,4,0,9,3,4,3,"2011-5-13"
2011053,6,2,4,4,6,9,2,"2011-5-10"
2011052,7,7,0,8,5,3,3,"2011-5-8"
2011051,3,2,7,7,4,0,1,"2011-5-6"
2011050,2,1,9,3,5,6,0,"2011-5-3"
2011049,1,4,5,8,1,8,9,"2011-5-1"
2011048,0,0,5,7,6,8,9,"2011-4-29"
2011047,7,9,1,2,2,9,5,"2011-4-26"
2011046,1,1,6,3,8,4,7,"2011-4-24"
2011045,0,8,8,9,3,9,9,"2011-4-22"
2011044,6,6,3,5,8,4,6,"2011-4-19"
2011043,6,6,8,9,7,2,0,"2011-4-17"
2011042,4,7,6,1,3,6,2,"2011-4-15"
2011041,6,6,6,9,3,6,6,"2011-4-12"
2011040,3,8,8,8,7,5,7,"2011-4-10"
2011039,9,6,2,7,7,3,1,"2011-4-8"
2011038,0,1,2,4,7,4,5,"2011-4-5"
2011037,8,5,5,6,9,4,6,"2011-4-3"
2011036,3,6,8,4,6,2,7,"2011-4-1"
2011035,2,7,4,8,7,7,2,"2011-3-29"
2011034,6,4,9,8,9,6,2,"2011-3-27"
2011033,2,0,5,2,5,3,6,"2011-3-25"
2011032,2,0,8,1,6,3,2,"2011-3-22"
2011031,7,6,4,1,7,3,5,"2011-3-20"
2011030,4,4,5,2,9,3,3,"2011-3-18"
2011029,1,6,4,0,0,0,2,"2011-3-15"
2011028,5,2,3,5,8,2,5,"2011-3-13"
2011027,8,6,2,3,2,3,7,"2011-3-11"
2011026,2,0,5,8,3,6,5,"2011-3-8"
2011025,8,9,2,7,7,5,3,"2011-3-6"
2011024,9,3,7,7,3,7,0,"2011-3-4"
2011023,7,4,0,3,5,9,1,"2011-3-1"
2011022,7,5,3,2,0,0,6,"2011-2-27"
2011021,6,0,7,2,0,7,0,"2011-2-25"
2011020,7,2,5,0,2,6,1,"2011-2-22"
2011019,6,0,8,8,9,9,4,"2011-2-20"
2011018,6,6,2,2,5,7,7,"2011-2-18"
2011017,7,2,5,9,2,6,3,"2011-2-15"
2011016,5,3,5,9,7,9,3,"2011-2-13"
2011015,5,0,1,2,1,1,3,"2011-2-11"
2011014,3,4,4,0,2,8,8,"2011-2-1"
2011013,5,9,8,8,4,2,2,"2011-1-30"
2011012,4,7,4,4,5,0,0,"2011-1-28"
2011011,0,0,6,6,3,6,6,"2011-1-25"
2011010,1,3,6,3,3,7,8,"2011-1-23"
2011009,1,1,0,7,5,3,0,"2011-1-21"
2011008,8,3,6,6,6,7,0,"2011-1-18"
2011007,3,4,9,8,5,5,3,"2011-1-16"
2011006,1,6,5,0,9,5,7,"2011-1-14"
2011005,2,9,6,9,6,4,5,"2011-1-11"
2011004,3,6,0,4,1,6,6,"2011-1-9"
2011003,9,0,9,8,0,9,3,"2011-1-7"
2011002,0,1,5,0,6,5,0,"2011-1-4"
2011001,9,8,4,5,8,5,4,"2011-1-2"
2010154,5,2,5,2,9,7,4,"2010-12-31"
2010153,5,8,6,9,3,6,7,"2010-12-28"
2010152,6,8,4,2,0,1,5,"2010-12-26"
2010151,5,2,9,5,7,6,7,"2010-12-24"
2010150,7,6,7,4,2,1,3,"2010-12-21"
2010149,9,2,5,7,4,8,5,"2010-12-19"
2010148,1,8,6,5,0,5,5,"2010-12-17"
2010147,2,1,1,0,8,7,3,"2010-12-14"
2010146,1,1,6,8,2,0,1,"2010-12-12"
2010145,5,3,0,3,2,9,7,"2010-12-10"
2010144,0,7,8,4,2,0,5,"2010-12-7"
2010143,0,5,7,8,6,8,4,"2010-12-5"
2010142,1,9,4,3,7,4,6,"2010-12-3"
2010141,1,8,5,8,5,8,3,"2010-11-30"
2010140,2,6,6,3,3,0,9,"2010-11-28"
2010139,0,9,8,7,2,6,5,"2010-11-26"
2010138,9,6,2,7,6,8,8,"2010-11-23"
2010137,7,7,7,7,0,7,7,"2010-11-21"
2010136,1,3,3,4,7,3,1,"2010-11-19"
2010135,1,9,0,0,8,4,1,"2010-11-16"
2010134,6,7,9,9,4,3,6,"2010-11-14"
2010133,9,8,9,4,4,6,8,"2010-11-12"
2010132,7,6,5,8,3,3,8,"2010-11-9"
2010131,2,7,6,0,2,1,2,"2010-11-7"
2010130,6,6,7,4,5,2,1,"2010-11-5"
2010129,3,1,4,8,9,9,8,"2010-11-2"
2010128,9,7,4,0,6,1,1,"2010-10-31"
2010127,6,4,8,2,5,7,4,"2010-10-29"
2010126,3,9,6,6,0,2,4,"2010-10-26"
2010125,5,8,2,2,1,4,6,"2010-10-24"
2010124,9,9,7,7,0,3,0,"2010-10-22"
2010123,3,8,6,9,6,9,7,"2010-10-19"
2010122,0,2,7,7,8,3,4,"2010-10-17"
2010121,4,1,3,0,7,3,5,"2010-10-15"
2010120,2,1,9,6,7,5,2,"2010-10-12"
2010119,5,1,5,2,6,5,7,"2010-10-10"
2010118,3,6,5,3,8,0,4,"2010-10-8"
2010117,4,5,3,9,1,9,7,"2010-10-5"
2010116,9,3,7,0,4,3,0,"2010-10-3"
2010115,2,0,8,7,3,9,3,"2010-10-1"
2010114,9,6,6,3,5,5,4,"2010-9-28"
2010113,5,7,3,7,6,9,9,"2010-9-26"
2010112,1,8,4,4,9,5,2,"2010-9-24"
2010111,7,0,4,6,0,7,7,"2010-9-21"
2010110,5,4,4,2,4,0,4,"2010-9-19"
2010109,5,3,2,0,7,7,0,"2010-9-17"
2010108,6,4,6,5,4,9,0,"2010-9-14"
2010107,2,5,9,4,4,4,8,"2010-9-12"
2010106,9,3,8,2,1,9,4,"2010-9-10"
2010105,7,7,6,0,9,9,9,"2010-9-7"
2010104,5,5,3,1,9,7,9,"2010-9-5"
2010103,0,7,2,9,6,0,3,"2010-9-3"
2010102,7,5,4,0,6,6,2,"2010-8-31"
2010101,3,7,5,9,1,8,8,"2010-8-29"
2010100,5,5,6,6,7,4,0,"2010-8-27"
2010099,2,7,7,7,9,2,8,"2010-8-24"
2010098,5,6,6,7,5,7,9,"2010-8-22"
2010097,3,4,9,0,6,7,1,"2010-8-20"
2010096,5,0,6,8,8,6,4,"2010-8-17"
2010095,8,3,8,7,8,5,8,"2010-8-15"
2010094,5,5,6,4,6,1,3,"2010-8-13"
2010093,4,6,1,6,3,6,3,"2010-8-10"
2010092,1,1,9,9,1,0,2,"2010-8-8"
2010091,6,7,2,6,0,0,2,"2010-8-6"
2010090,5,6,1,8,4,6,6,"2010-8-3"
2010089,9,1,8,8,6,3,1,"2010-8-1"
2010088,4,4,3,4,7,2,5,"2010-7-30"
2010087,0,6,5,5,8,8,1,"2010-7-27"
2010086,5,4,5,7,8,7,4,"2010-7-25"
2010085,7,9,1,4,0,7,0,"2010-7-23"
2010084,8,0,1,6,5,3,2,"2010-7-20"
2010083,6,0,4,0,3,3,0,"2010-7-18"
2010082,5,7,2,6,3,1,6,"2010-7-16"
2010081,0,1,7,6,2,3,1,"2010-7-13"
2010080,1,1,1,1,5,7,1,"2010-7-11"
2010079,3,9,2,4,2,5,6,"2010-7-9"
2010078,1,7,8,1,1,8,9,"2010-7-6"
2010077,3,3,4,4,3,8,0,"2010-7-4"
2010076,8,0,3,2,2,9,3,"2010-7-2"
2010075,8,6,2,2,3,3,0,"2010-6-29"
2010074,3,8,2,3,4,2,7,"2010-6-27"
2010073,6,5,2,1,7,3,4,"2010-6-25"
2010072,3,1,6,5,3,8,1,"2010-6-22"
2010071,4,8,4,1,6,0,5,"2010-6-20"
2010070,9,5,8,4,1,1,5,"2010-6-18"
2010069,1,5,1,4,1,0,9,"2010-6-15"
2010068,9,0,7,7,1,9,5,"2010-6-13"
2010067,8,0,1,7,4,2,2,"2010-6-11"
2010066,8,9,9,0,9,3,6,"2010-6-8"
2010065,5,5,0,9,8,9,3,"2010-6-6"
2010064,0,0,7,5,2,2,0,"2010-6-4"
2010063,5,8,8,5,4,0,6,"2010-6-1"
2010062,4,9,2,2,6,0,7,"2010-5-30"
2010061,6,5,4,0,7,2,4,"2010-5-28"
2010060,0,6,5,3,1,8,9,"2010-5-25"
2010059,8,4,1,5,7,3,6,"2010-5-23"
2010058,8,0,8,6,7,1,9,"2010-5-21"
2010057,1,5,7,4,1,4,3,"2010-5-18"
2010056,8,1,9,5,3,9,4,"2010-5-16"
2010055,3,4,6,1,2,2,9,"2010-5-14"
2010054,4,0,3,6,5,1,6,"2010-5-11"
2010053,9,5,0,7,2,5,3,"2010-5-9"
2010052,8,0,3,9,2,2,2,"2010-5-7"
2010051,7,5,4,7,8,9,5,"2010-5-4"
2010050,6,3,8,7,8,2,3,"2010-5-2"
2010049,5,4,6,4,8,3,7,"2010-4-30"
2010048,6,7,7,4,6,4,6,"2010-4-27"
2010047,0,3,1,6,6,5,5,"2010-4-25"
2010046,4,1,3,1,2,4,0,"2010-4-23"
2010045,8,7,2,0,0,1,3,"2010-4-20"
2010044,1,4,2,5,6,6,6,"2010-4-18"
2010043,6,8,2,2,6,6,5,"2010-4-16"
2010042,8,3,2,1,9,4,9,"2010-4-13"
2010041,6,6,7,7,3,0,6,"2010-4-11"
2010040,8,5,9,4,1,0,4,"2010-4-9"
2010039,3,1,0,8,7,8,0,"2010-4-6"
2010038,8,7,1,8,1,2,7,"2010-4-4"
2010037,4,9,6,7,3,4,7,"2010-4-2"
2010036,3,7,9,3,7,4,4,"2010-3-30"
2010035,9,8,9,5,7,6,9,"2010-3-28"
2010034,3,3,8,1,4,0,3,"2010-3-26"
2010033,9,1,5,5,0,2,0,"2010-3-23"
2010032,9,2,8,7,7,2,7,"2010-3-21"
2010031,4,8,5,0,9,2,8,"2010-3-19"
2010030,7,6,9,5,8,9,0,"2010-3-16"
2010029,7,6,6,8,3,8,3,"2010-3-14"
2010028,5,1,7,0,6,9,9,"2010-3-12"
2010027,0,9,4,7,2,3,8,"2010-3-9"
2010026,6,5,8,8,1,0,6,"2010-3-7"
2010025,4,4,4,2,0,6,5,"2010-3-5"
2010024,9,6,6,7,9,5,8,"2010-3-2"
2010023,4,4,8,3,7,4,3,"2010-2-28"
2010022,9,8,0,5,7,9,4,"2010-2-26"
2010021,9,5,4,2,2,4,4,"2010-2-23"
2010020,9,6,0,8,0,8,8,"2010-2-21"
2010019,7,7,7,9,2,6,9,"2010-2-12"
2010018,0,0,6,2,6,2,5,"2010-2-9"
2010017,9,1,3,2,2,6,8,"2010-2-7"
2010016,6,6,6,9,5,1,7,"2010-2-5"
2010015,2,5,2,2,1,3,9,"2010-2-2"
2010014,2,5,0,9,1,0,6,"2010-1-31"
2010013,9,5,5,7,7,2,0,"2010-1-29"
2010012,5,1,6,1,3,3,5,"2010-1-26"
2010011,8,8,7,2,1,9,5,"2010-1-24"
2010010,3,3,0,5,6,8,8,"2010-1-22"
2010009,6,1,4,9,7,0,2,"2010-1-19"
2010008,5,2,8,5,3,9,1,"2010-1-17"
2010007,7,0,5,8,3,4,7,"2010-1-15"
2010006,1,6,4,3,9,9,0,"2010-1-12"
2010005,3,5,0,1,1,5,8,"2010-1-10"
2010004,4,0,6,0,9,1,0,"2010-1-8"
2010003,1,4,5,6,7,8,0,"2010-1-5"
2010002,3,9,8,5,5,0,4,"2010-1-3"
2010001,2,9,0,1,4,4,4,"2010-1-1"
2009153,4,3,5,2,3,6,5,"2009-12-29"
2009152,0,0,8,4,4,0,2,"2009-12-27"
2009151,6,2,5,1,6,4,2,"2009-12-25"
2009150,2,8,4,5,5,6,2,"2009-12-22"
2009149,1,4,4,4,5,5,1,"2009-12-20"
2009148,2,3,7,2,6,2,6,"2009-12-18"
2009147,3,0,2,9,9,8,1,"2009-12-15"
2009146,0,7,8,0,4,9,0,"2009-12-13"
2009145,9,6,0,3,1,1,8,"2009-12-11"
2009144,8,7,9,7,1,8,6,"2009-12-8"
2009143,4,0,4,7,3,7,0,"2009-12-6"
2009142,2,7,5,0,4,9,7,"2009-12-4"
2009141,0,8,8,9,6,9,7,"2009-12-1"
2009140,3,7,3,8,1,4,3,"2009-11-29"
2009139,8,3,6,3,9,9,0,"2009-11-27"
2009138,6,5,5,7,8,4,4,"2009-11-24"
2009137,5,1,1,2,8,0,2,"2009-11-22"
2009136,1,1,6,0,0,5,9,"2009-11-20"
2009135,9,8,4,6,8,9,0,"2009-11-17"
2009134,7,4,4,8,7,6,8,"2009-11-15"
2009133,5,4,4,2,7,4,7,"2009-11-13"
2009132,9,2,5,5,2,5,9,"2009-11-10"
2009131,5,8,5,0,1,7,8,"2009-11-8"
2009130,2,7,5,2,6,8,3,"2009-11-6"
2009129,5,0,7,4,4,6,1,"2009-11-3"
2009128,2,4,4,1,0,1,7,"2009-11-1"
2009127,7,2,1,1,5,8,8,"2009-10-30"
2009126,3,9,1,5,3,4,1,"2009-10-27"
2009125,8,0,9,1,4,2,2,"2009-10-25"
2009124,9,8,7,2,9,3,4,"2009-10-23"
2009123,8,7,1,9,6,8,0,"2009-10-20"
2009122,6,5,3,0,5,7,6,"2009-10-18"
2009121,5,5,4,7,5,7,1,"2009-10-16"
2009120,3,5,6,3,2,7,9,"2009-10-13"
2009119,6,8,8,0,9,5,9,"2009-10-11"
2009118,2,1,0,2,9,4,7,"2009-10-9"
2009117,2,4,3,3,2,4,3,"2009-10-6"
2009116,5,3,3,1,9,6,0,"2009-10-4"
2009115,0,8,6,3,3,6,5,"2009-10-2"
2009114,5,9,7,9,6,8,4,"2009-9-29"
2009113,8,0,1,9,8,4,1,"2009-9-27"
2009112,2,8,3,2,4,3,2,"2009-9-25"
2009111,0,7,9,4,2,7,3,"2009-9-22"
2009110,4,7,8,4,3,2,0,"2009-9-20"
2009109,4,3,1,4,0,6,4,"2009-9-18"
2009108,8,4,0,9,8,7,8,"2009-9-15"
2009107,7,0,4,2,7,2,1,"2009-9-13"
2009106,4,6,8,6,3,8,9,"2009-9-11"
2009105,9,0,4,3,7,9,6,"2009-9-8"
2009104,8,4,5,8,4,9,4,"2009-9-6"
2009103,9,6,4,9,9,5,3,"2009-9-4"
2009102,7,1,3,1,5,2,0,"2009-9-1"
2009101,2,1,2,5,5,9,2,"2009-8-30"
2009100,7,2,2,9,4,0,1,"2009-8-28"
2009099,7,7,0,0,0,6,3,"2009-8-25"
2009098,1,6,7,2,5,6,7,"2009-8-23"
2009097,1,4,8,3,9,8,6,"2009-8-21"
2009096,6,4,1,2,2,8,5,"2009-8-18"
2009095,3,3,1,3,9,7,2,"2009-8-16"
2009094,7,2,2,0,5,6,0,"2009-8-14"
2009093,4,6,6,2,7,0,3,"2009-8-11"
2009092,8,6,0,3,4,9,5,"2009-8-9"
2009091,0,8,2,4,6,5,5,"2009-8-7"
2009090,7,6,7,5,1,7,2,"2009-8-4"
2009089,0,9,4,2,5,2,1,"2009-8-2"
2009088,0,3,6,1,9,6,3,"2009-7-31"
2009087,3,6,7,1,2,2,6,"2009-7-28"
2009086,9,3,1,0,2,7,3,"2009-7-26"
2009085,4,7,9,8,7,7,0,"2009-7-24"
2009084,5,4,5,1,6,6,6,"2009-7-21"
2009083,4,1,4,5,8,4,5,"2009-7-19"
2009082,9,4,4,5,9,1,3,"2009-7-17"
2009081,5,4,9,6,3,5,8,"2009-7-14"
2009080,4,5,1,0,0,8,0,"2009-7-12"
2009079,3,9,4,0,6,5,9,"2009-7-10"
2009078,8,9,3,3,0,0,8,"2009-7-7"
2009077,5,6,5,5,1,4,7,"2009-7-5"
2009076,2,3,7,3,1,0,0,"2009-7-3"
2009075,3,9,0,6,5,3,5,"2009-6-30"
2009074,6,9,0,7,8,2,4,"2009-6-28"
2009073,0,9,9,8,8,6,0,"2009-6-26"
2009072,7,6,6,9,9,4,4,"2009-6-23"
2009071,2,6,9,7,3,0,4,"2009-6-21"
2009070,7,9,7,2,5,8,8,"2009-6-19"
2009069,7,6,2,1,5,4,3,"2009-6-16"
2009068,4,1,2,0,1,1,0,"2009-6-14"
2009067,7,8,6,9,4,4,5,"2009-6-12"
2009066,4,6,2,7,9,2,1,"2009-6-9"
2009065,6,6,7,7,1,1,1,"2009-6-7"
2009064,5,7,3,6,4,5,1,"2009-6-5"
2009063,6,8,1,3,6,6,5,"2009-6-2"
2009062,2,8,1,4,9,2,8,"2009-5-31"
2009061,3,3,6,7,5,5,2,"2009-5-29"
2009060,4,7,2,7,8,5,1,"2009-5-26"
2009059,2,1,5,3,2,5,0,"2009-5-24"
2009058,9,3,6,1,2,4,8,"2009-5-22"
2009057,8,6,9,9,0,6,3,"2009-5-19"
2009056,1,8,5,6,5,9,7,"2009-5-17"
2009055,9,1,6,8,9,1,2,"2009-5-15"
2009054,6,7,2,5,3,1,2,"2009-5-12"
2009053,2,1,8,9,4,0,0,"2009-5-10"
2009052,1,7,2,4,5,3,3,"2009-5-8"
2009051,5,3,1,0,0,4,9,"2009-5-5"
2009050,2,2,8,2,0,2,8,"2009-5-3"
2009049,4,3,5,0,6,5,0,"2009-5-1"
2009048,8,1,2,3,5,5,8,"2009-4-28"
2009047,3,5,1,1,5,8,7,"2009-4-26"
2009046,3,7,0,1,4,4,5,"2009-4-24"
2009045,8,7,4,0,1,3,1,"2009-4-21"
2009044,8,8,5,0,4,9,7,"2009-4-19"
2009043,3,8,7,2,4,9,7,"2009-4-17"
2009042,3,9,7,0,5,0,6,"2009-4-14"
2009041,1,7,3,8,2,6,6,"2009-4-12"
2009040,1,0,2,7,5,7,5,"2009-4-10"
2009039,4,1,9,4,2,2,9,"2009-4-7"
2009038,9,6,8,1,9,2,6,"2009-4-5"
2009037,6,8,9,4,7,6,3,"2009-4-3"
2009036,5,1,8,6,9,0,6,"2009-3-31"
2009035,3,5,7,4,8,5,6,"2009-3-29"
2009034,4,1,7,5,0,6,9,"2009-3-27"
2009033,7,3,2,4,3,1,2,"2009-3-24"
2009032,5,5,5,9,9,3,3,"2009-3-22"
2009031,3,6,2,9,9,7,3,"2009-3-20"
2009030,6,6,2,8,9,4,4,"2009-3-17"
2009029,2,3,2,6,9,8,3,"2009-3-15"
2009028,0,3,3,8,1,9,7,"2009-3-13"
2009027,9,4,8,7,7,5,1,"2009-3-10"
2009026,3,9,0,2,8,8,8,"2009-3-8"
2009025,5,1,1,3,8,9,0,"2009-3-6"
2009024,9,8,2,4,9,9,6,"2009-3-3"
2009023,2,1,9,6,1,3,2,"2009-3-1"
2009022,3,3,7,7,1,9,7,"2009-2-27"
2009021,7,4,0,1,6,9,1,"2009-2-24"
2009020,2,2,2,8,8,7,6,"2009-2-22"
2009019,1,1,9,0,5,3,6,"2009-2-20"
2009018,2,2,6,3,2,1,3,"2009-2-17"
2009017,4,6,2,2,3,4,4,"2009-2-15"
2009016,1,6,7,8,2,2,6,"2009-2-13"
2009015,6,6,6,7,2,8,8,"2009-2-10"
2009014,7,2,9,5,9,8,6,"2009-2-8"
2009013,6,3,7,3,9,5,5,"2009-2-6"
2009012,2,7,6,6,2,9,0,"2009-2-3"
2009011,4,1,4,9,8,8,9,"2009-2-1"
2009010,0,3,2,5,2,8,1,"2009-1-23"
2009009,8,9,3,9,3,8,2,"2009-1-20"
2009008,8,6,6,1,3,4,6,"2009-1-18"
2009007,0,6,4,8,7,9,1,"2009-1-16"
2009006,3,6,1,2,5,3,7,"2009-1-13"
2009005,6,8,6,1,7,7,7,"2009-1-11"
2009004,3,2,2,1,8,1,5,"2009-1-9"
2009003,4,2,1,5,9,1,0,"2009-1-6"
2009002,4,8,8,5,7,4,0,"2009-1-4"
2009001,2,9,1,0,3,7,4,"2009-1-2"
2008154,2,5,2,4,8,0,7,"2008-12-30"
2008153,8,2,1,0,4,6,3,"2008-12-28"
2008152,6,3,9,4,5,6,5,"2008-12-26"
2008151,5,6,6,6,3,4,1,"2008-12-23"
2008150,9,6,7,0,7,6,1,"2008-12-21"
2008149,4,2,6,0,1,1,3,"2008-12-19"
2008148,3,1,6,3,3,1,4,"2008-12-16"
2008147,4,1,7,5,6,0,5,"2008-12-14"
2008146,1,2,0,7,1,9,0,"2008-12-12"
2008145,4,3,3,5,6,3,4,"2008-12-9"
2008144,2,0,4,8,8,2,5,"2008-12-7"
2008143,6,3,8,1,1,9,2,"2008-12-5"
2008142,4,3,9,7,3,7,2,"2008-12-2"
2008141,9,1,5,2,5,7,5,"2008-11-30"
2008140,9,3,5,1,0,1,8,"2008-11-28"
2008139,9,7,6,6,3,7,3,"2008-11-25"
2008138,7,3,1,5,8,4,6,"2008-11-23"
2008137,4,0,3,8,9,6,1,"2008-11-21"
2008136,1,4,0,1,9,5,2,"2008-11-18"
2008135,8,5,0,8,1,9,3,"2008-11-16"
2008134,3,5,4,0,7,9,7,"2008-11-14"
2008133,9,1,8,6,5,9,8,"2008-11-11"
2008132,2,4,9,8,2,7,5,"2008-11-9"
2008131,7,1,5,7,6,3,7,"2008-11-7"
2008130,2,8,8,9,7,0,3,"2008-11-4"
2008129,2,0,0,6,8,6,7,"2008-11-2"
2008128,5,7,2,4,2,0,8,"2008-10-31"
2008127,9,0,4,0,0,1,0,"2008-10-28"
2008126,2,2,4,4,9,3,3,"2008-10-26"
2008125,9,2,3,9,4,1,8,"2008-10-24"
2008124,2,7,3,7,0,2,4,"2008-10-21"
2008123,8,2,6,0,9,4,0,"2008-10-19"
2008122,4,9,9,7,0,0,7,"2008-10-17"
2008121,6,6,1,8,4,1,7,"2008-10-14"
2008120,1,1,6,5,0,5,5,"2008-10-12"
2008119,2,2,3,6,4,1,1,"2008-10-10"
2008118,6,5,4,4,9,6,8,"2008-10-7"
2008117,8,3,2,3,8,5,4,"2008-10-5"
